tumor	depth	nb_mut	true_nb_clones	true_purity	perc_dip	fitted_nb_clones	ll_ratio	pval	score1B	score1C	score2A	score2C_auc	score2C_accuracy	score2C_sensitivity	score2C_specificity	score2C_precision	score_sig_1A	score_sig_1B	score_sig_1C_auc	score_sig_1C_accuracy	score_sig_1C_sensitivity	score_sig_1C_specificity	score_sig_1C_precision	min_diff_distrib_mut	max_diff_distrib_mut	std_diff_distrib_mut	median_diff_distrib_mut	perc_dist_5	perc_dist_10	runtime	method	setting
T2	8X	578	3	0.55	0.8371769437716794	2.0			0.75	0.8721035656477623	0.001854697463491747	0.4978070175438597	0.7978910369068541	0.0	0.9956140350877192	0.0	0.05723652203753761	0.026996318026005744	0.96	0.9629629629629628	0.3333333333333333	1.0	0.5	0.005796421436402689	0.3487768469754697	0.02029848362853089	0.005796421436402689	0.9964850615114236	0.9964850615114236	0.797554969787598	palimpsest	all
T2	8X	578	3	0.55	0.8371769437716794	2.0			0.75	0.8721035656477623	0.001854697463491747	0.4978070175438597	0.7978910369068541	0.0	0.9956140350877192	0.0	0.057273134755786936	0.02701561879595208	0.98	0.9629629629629628	0.3333333333333333	1.0	0.5	0.005796421436402689	0.3109558961114816	0.018060140286570443	0.005796421436402689	0.9964850615114236	0.9964850615114236	0.497777938842773	palimpsest	cancertype
T2	8X	578	3	0.55	0.8371769437716794	2.0			0.75	0.8721035656477623	0.001854697463491747	0.4978070175438597	0.7978910369068541	0.0	0.9956140350877192	0.0	0.05731818954408556	0.02709916897576913	0.74	0.9629629629629628	0.3333333333333333	1.0	0.5	0.005796421436402689	0.4388299088177317	0.02562806066964406	0.005796421436402689	0.9964850615114236	0.9964850615114236	0.396622896194458	palimpsest	prefit
T2	8X	578	3	0.55	0.8371769437716794	1.0			0.5	0.4729745155478464	0.037862463496668906	0.5	0.7847082494969819	0.0	1.0	0.0	0.057711952988280725	0.015479770105016881	1.0	0.8888888888888888	0.6666666666666666	0.88	0.3333333333333333	0.0008919357960112118	0.0008919357960112118	0.0	0.0008919357960112118	1.0	1.0	0.936345815658569	tracksig	all
T2	8X	578	3	0.55	0.8371769437716794	1.0			0.5	0.4729745155478464	0.037862463496668906	0.5	0.7847082494969819	0.0	1.0	0.0	0.05765444767973681	0.015428337560698032	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	0.0008869667436054439	0.0008869667436054439	0.0	0.0008869667436054439	1.0	1.0	0.466920137405396	tracksig	cancertype
T2	8X	578	3	0.55	0.8371769437716794	1.0			0.5	0.4729745155478464	0.037862463496668906	0.5	0.7847082494969819	0.0	1.0	0.0	0.056884133998623125	0.005227621510571586	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0002203801330455946	0.0002203801330455946	0.0	0.0002203801330455946	1.0	1.0	0.370708465576172	tracksig	prefit
T2	8X	578	3	0.55	0.8371769437716794	1.0			0.5	0.8776594297388375	0.044334527760000284	0.5	0.8108651911468813	0.0	1.0	0.0	0.05858719118487884	0.01700828689886739	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	0.0010304379283019305	0.0010304379283019305	0.0	0.0010304379283019305	1.0	1.0	0.534804821014404	tracksigfreq	all
T2	8X	578	3	0.55	0.8371769437716794	1.0			0.5	0.8776594297388375	0.044334527760000284	0.5	0.8108651911468813	0.0	1.0	0.0	0.058735211393129164	0.017097049346769748	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	0.0010242706811403046	0.0010242706811403046	0.0	0.0010242706811403046	1.0	1.0	0.259558439254761	tracksigfreq	cancertype
T2	8X	578	3	0.55	0.8371769437716794	1.0			0.5	0.8776594297388375	0.044334527760000284	0.5	0.8108651911468813	0.0	1.0	0.0	0.05805676089742162	0.0001821242484791476	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	2.705100962119289e-07	2.705100962119289e-07	0.0	2.705100962119289e-07	1.0	1.0	0.148245573043823	tracksigfreq	prefit
T2	16X	1515	3	0.55	0.8370508730570567	17.0			0.0	0.8955834002082704	0.021115828988474628	0.5089702894276057	0.7280053727333781	0.05154639175257732	0.966394187102634	0.05154639175257732														5796.0	pyclone	
T2	16X	1515	3	0.55	0.8370508730570567	5.0			0.5	0.4146300120057803	0.024907150869951947	0.5018165304268847	0.26326393552719946	1.0	0.003633060853769301	1.0														84.0	sciclone	
T2	16X	1515	3	0.55	0.8370508730570567	1.0			0.5	0.8891570957095709	0.01657425303238512	0.5	0.7394224311618536	0.0	1.0	0.0														378.0	ccube	
T2	16X	1515	3	0.55	0.8370508730570567	1.0			0.5	0.8826558976445592	0.01657425303238512	0.5	0.7394224311618536	0.0	1.0	0.0														1121.0	dpclust	
T2	16X	1515	3	0.55	0.8370508730570567	1.0			0.5	0.8891570957095709	0.01657425303238512	0.5	0.7394224311618536	0.0	1.0	0.0														644.0	phylogicndt	
T2	16X	1515	3	0.55	0.8370508730570567	1.0		0.9999994824068716	0.5	0.8891523498349835	0.01657425303238512	0.5	0.7394224311618536	0.0	1.0	0.0	0.030782602968598118	0.01563968731889297	1.0	0.925925925925926	0.6666666666666666	0.92	0.4	0.0006476729659711244	0.0006476729659711244	0.0	0.0006476729659711244	1.0	1.0	12.938894271850586	clonesig	all
T2	16X	1515	3	0.55	0.8370508730570567	1.0			0.5	0.8891523498349835	0.01657425303238512	0.5	0.7394224311618536	0.0	1.0	0.0	0.0307289772427676	0.014337648070480472	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	0.0006134111907555306	0.0006134111907555306	0.0	0.0006134111907555306	1.0	1.0	24.25060248374939	clonesig	cancertype
T2	16X	1515	3	0.55	0.8370508730570567	1.0			0.5	0.8891523498349835	0.01657425303238512	0.5	0.7394224311618536	0.0	1.0	0.0	0.031034709311998667	0.015989588453640218	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	0.0006880516800334968	0.0006880516800334968	1.0842021724855042e-19	0.0006880516800334968	1.0	1.0	19.046234369277954	clonesig	prefit
T2	16X	1515	3	0.55	0.8370508730570567												0.027978087280464917	0.016888069107974833	0.7300000000000001	0.8888888888888888	0.3333333333333333	0.92	0.25	0.0012443372357791027	0.0012443372357791027	0.0	0.0012443372357791027	1.0	1.0	0.5681633949279791	deconstructsigs	all
T2	16X	1515	3	0.55	0.8370508730570567												0.033837064921483424	0.025546678071594654	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0023261892473739327	0.0023261892473739327	0.0	0.0023261892473739327	1.0	1.0	0.313053369522095	deconstructsigs	cancertype
T2	16X	1515	3	0.55	0.8370508730570567	2.0			0.75	0.8731416558607744	0.01657425303238512	0.5	0.7394224311618536	0.0	1.0	0.0	0.03182487544518227	0.020479120824839964	0.7300000000000001	0.925925925925926	0.3333333333333333	0.96	0.3333333333333333	0.003577989188747965	0.003577989188747965	0.0	0.003577989188747965	1.0	1.0	1.16287279129028	palimpsest	all
T2	16X	1515	3	0.55	0.8370508730570567	2.0			0.75	0.8731416558607744	0.01657425303238512	0.5	0.7394224311618536	0.0	1.0	0.0	0.03405669078113637	0.015772111369649646	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.001971101854354007	0.001971101854354007	0.0	0.001971101854354007	1.0	1.0	0.717681169509888	palimpsest	cancertype
T2	16X	1515	3	0.55	0.8370508730570567	2.0			0.75	0.8731416558607744	0.01657425303238512	0.5	0.7394224311618536	0.0	1.0	0.0	0.031250188360295215	0.02125955327116146	0.74	0.925925925925926	0.3333333333333333	0.96	0.3333333333333333	0.0035971525900232453	0.0035971525900232453	0.0	0.0035971525900232453	1.0	1.0	0.450046062469482	palimpsest	prefit
T2	16X	1515	3	0.55	0.8370508730570567	1.0			0.5	0.7355851101376869	0.01653551276100114	0.5	0.7385135135135135	0.0	1.0	0.0	0.030801361222899438	0.016303770766096275	1.0	0.925925925925926	0.6666666666666666	0.92	0.4	0.0007147372718220303	0.0007147372718220303	0.0	0.0007147372718220303	1.0	1.0	19.5117621421814	tracksig	all
T2	16X	1515	3	0.55	0.8370508730570567	1.0			0.5	0.7355851101376869	0.01653551276100114	0.5	0.7385135135135135	0.0	1.0	0.0	0.0307965842502839	0.014353608426420347	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	0.0005944591467259562	0.0005944591467259562	0.0	0.0005944591467259562	1.0	1.0	11.181173086166401	tracksig	cancertype
T2	16X	1515	3	0.55	0.8370508730570567	2.0			0.75	0.7055284613925844	0.022476801190373624	0.6451319295209591	0.5337837837837838	0.8785529715762274	0.4117108874656907	0.8785529715762274	0.032282418473185075	0.0015528069169252526	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0002963672529192607	0.0004624177831435983	7.842120379371857e-05	0.0002963672529192607	1.0	1.0	3.60291218757629	tracksig	prefit
T2	16X	1515	3	0.55	0.8370508730570567	1.0			0.5	0.723508700395924	0.016794224121761934	0.5	0.7408660351826793	0.0	1.0	0.0	0.030445901126908963	0.01549188301603744	1.0	0.925925925925926	0.6666666666666666	0.92	0.4	0.0006548602428726457	0.0006548602428726457	0.0	0.0006548602428726457	1.0	1.0	11.8982236385345	tracksigfreq	all
T2	16X	1515	3	0.55	0.8370508730570567	1.0			0.5	0.723508700395924	0.016794224121761934	0.5	0.7408660351826793	0.0	1.0	0.0	0.030627111304101264	0.01418896006638134	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	0.0005934686254256416	0.0005934686254256416	0.0	0.0005934686254256416	1.0	1.0	5.45195412635803	tracksigfreq	cancertype
T2	16X	1515	3	0.55	0.8370508730570567	1.0			0.5	0.723508700395924	0.016794224121761934	0.5	0.7408660351826793	0.0	1.0	0.0	0.032248218879773013	0.001969362357365914	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	3.149129300050735e-05	3.149129300050735e-05	0.0	3.149129300050735e-05	1.0	1.0	1.01527333259583	tracksigfreq	prefit
T2	32X	2859	3	0.55	0.8370134780780669	17.0			0.0	0.9547720062217996	0.23389980151000156	0.7560243008239851	0.7573399363282631	0.7495559502664298	0.7624926513815403	0.7495559502664298														53082.0	pyclone	
T2	32X	2859	3	0.55	0.8370134780780669	5.0			0.5	0.4073848578481074	0.027097660533726853	0.49984989500481897	0.3983020870180403	0.9991119005328596	0.0005878894767783657	0.9991119005328596														118.0	sciclone	
T2	32X	2859	3	0.55	0.8370134780780669	1.0			0.5	0.7979854055686357	0.0045390548291144635	0.5	0.6016979129819596	0.0	1.0	0.0														24.0	ccube	
T2	32X	2859	3	0.55	0.8370134780780669	2.0			0.75	0.8122302693880348	0.08648511120850534	0.5435356696457939	0.6353024407499116	0.09236234458259324	0.9947089947089948	0.09236234458259324														1822.0	dpclust	
T2	32X	2859	3	0.55	0.8370134780780669	2.0			0.75	0.9268314126094854	0.17611723884564526	0.7532104195317142	0.7382384152812168	0.8268206039076377	0.6796002351557907	0.8268206039076377														1679.0	phylogicndt	
T2	32X	2859	3	0.55	0.8370134780780669	2.0		0.3732749887309992	0.75	0.945673875786316	0.208947424964928	0.7473683331192705	0.7545100813583304	0.7122557726465364	0.7824808935920047	0.7122557726465364	0.02429779234315316	0.015908229468438888	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	3.107176254335542e-05	0.003637396241868207	0.0017766496563685363	3.107176254335542e-05	1.0	1.0	139.46441054344177	clonesig	all
T2	32X	2859	3	0.55	0.8370134780780669	1.0			0.5	0.7990775437344623	0.0045390548291144635	0.5	0.6016979129819596	0.0	1.0	0.0	0.022332825635620213	0.01140801876580792	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	0.0003783518688169618	0.0003783518688169618	0.0	0.0003783518688169618	1.0	1.0	182.79424357414246	clonesig	cancertype
T2	32X	2859	3	0.55	0.8370134780780669																										clonesig	prefit
T2	32X	2859	3	0.55	0.8370134780780669												0.027885040403466	0.023041028851327926	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0018025125645714235	0.0018025125645714235	0.0	0.0018025125645714235	1.0	1.0	2.20523858070374	deconstructsigs	all
T2	32X	2859	3	0.55	0.8370134780780669												0.0219007763509137	0.011052366208652652	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0001848626137249676	0.0001848626137249676	0.0	0.0001848626137249676	1.0	1.0	0.14564347267150898	deconstructsigs	cancertype
T2	32X	2859	3	0.55	0.8370134780780669	2.0			0.75	0.8231149490818848	0.09063424320297624	0.5467941227759661	0.6377785638486028	0.0994671403197158	0.9941211052322164	0.0994671403197158	0.030272327678524332	0.025893502187075687	0.72	0.9629629629629628	0.3333333333333333	1.0	0.5	0.005796421436402689	0.027353871274051426	0.004380615401942972	0.005796421436402689	1.0	1.0	1.4797797203063998	palimpsest	all
T2	32X	2859	3	0.55	0.8370134780780669	2.0			0.75	0.8231149490818848	0.09063424320297624	0.5467941227759661	0.6377785638486028	0.0994671403197158	0.9941211052322164	0.0994671403197158	0.020285660449631683	0.0058446010834677185	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0002890179798367143	0.03259155145949777	0.006564086974501601	0.0002890179798367143	1.0	1.0	0.885375022888184	palimpsest	cancertype
T2	32X	2859	3	0.55	0.8370134780780669	2.0			0.75	0.8231149490818848	0.09063424320297624	0.5467941227759661	0.6377785638486028	0.0994671403197158	0.9941211052322164	0.0994671403197158	0.021975885882704486	0.015885121458630084	0.74	0.925925925925926	0.3333333333333333	0.96	0.3333333333333333	0.002184167566413153	0.005120178195151648	0.0005966166442404637	0.002184167566413153	1.0	1.0	0.5451166629791261	palimpsest	prefit
T2	32X	2859	3	0.55	0.8370134780780669	1.0			0.5	0.7966365914123629	0.0041942853536896816	0.5	0.5895658518788763	0.0	1.0	0.0	0.0223833812206386	0.01259841799538852	1.0	0.925925925925926	0.6666666666666666	0.92	0.4	0.0004920271960159316	0.0004920271960159316	0.0	0.0004920271960159316	1.0	1.0	2.18951195478439	tracksig	all
T2	32X	2859	3	0.55	0.8370134780780669	1.0			0.5	0.7966365914123629	0.0041942853536896816	0.5	0.5895658518788763	0.0	1.0	0.0	0.02250506769846124	0.012049482359257476	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	0.00045950912430337004	0.00045950912430337004	0.0	0.00045950912430337004	1.0	1.0	1.2387917876243602	tracksig	cancertype
T2	32X	2859	3	0.55	0.8370134780780669	3.0			1.0	0.8349020666613727	0.06233032834611245	0.6511014851485148	0.5957679678949288	0.96	0.3422029702970297	0.96	0.02095808377056897	0.0002509993870267516	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0282108688364213e-05	0.001803336298760949	0.0006702402282191117	1.0282108688364213e-05	1.0	1.0	16.9862184524536	tracksig	prefit
T2	32X	2859	3	0.55	0.8370134780780669	1.0			0.5	0.6610765637203908	0.0050403214094489855	0.5	0.6128914785142024	0.0	1.0	0.0	0.02195649266192909	0.011224407209940548	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	0.0003851430800496658	0.0003851430800496658	0.0	0.0003851430800496658	1.0	1.0	1.3070330619812	tracksigfreq	all
T2	32X	2859	3	0.55	0.8370134780780669	1.0			0.5	0.6610765637203908	0.0050403214094489855	0.5	0.6128914785142024	0.0	1.0	0.0	0.022163897498056327	0.010992584852771176	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	0.00035700658727821915	0.00035700658727821915	0.0	0.00035700658727821915	1.0	1.0	31.6224653720856	tracksigfreq	cancertype
T2	32X	2859	3	0.55	0.8370134780780669	2.0			0.75	0.6737370603262083	0.04966971676633497	0.6725634408385778	0.6398397669337218	0.8174976481655691	0.5276292335115864	0.8174976481655691	0.020999054895935936	3.0271037283534772e-05	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	7.676941054746146e-06	1.524886279535842e-05	3.749148963408898e-06	7.676941054746146e-06	1.0	1.0	6.11938714981079	tracksigfreq	prefit
T2	64X	3532	3	0.55	0.8370157456771169	2.0			0.75	0.9346793941469422	0.3612373582012585	0.8456512944983818	0.8468365302032637	0.8246359223300971	0.8666666666666667	0.8246359223300971														106576.0	pyclone	
T2	64X	3532	3	0.55	0.8370157456771169	4.0			0.75	0.4179382137444807	0.026777707300384538	0.5002062120135764	0.4720870312052677	0.9987864077669902	0.0016260162601626016	0.9987864077669902														161.0	sciclone	
T2	64X	3532	3	0.55	0.8370157456771169	3.0			1.0	0.9342581313208168	0.3806580433265802	0.8489618688662615	0.8485542513598626	0.8561893203883495	0.8417344173441734	0.8561893203883495														642.0	ccube	
T2	64X	3532	3	0.55	0.8370157456771169	3.0			1.0	0.8999916537773425	0.33920600036815024	0.8282559791617333	0.8233610077297452	0.9150485436893204	0.7414634146341463	0.9150485436893204														2188.0	dpclust	
T2	64X	3532	3	0.55	0.8370157456771169	3.0			1.0	0.92130168346439	0.3629854221749223	0.8435299747414949	0.8425422273117664	0.8610436893203883	0.8260162601626017	0.8610436893203883														2302.0	phylogicndt	
T2	64X	3532	3	0.55	0.8370157456771169	2.0		0.04022989387604836	0.75	0.9256712892995728	0.3869600040157212	0.8402611689951851	0.8434010878900658	0.7845873786407767	0.8959349593495934	0.7845873786407767	0.02600975078994645	0.0188338356968858	1.0	0.8518518518518519	0.6666666666666666	0.84	0.2857142857142857	0.00017671272042807382	0.005039663599590072	0.002404065954601171	0.00017671272042807382	1.0	1.0	233.50349020957947	clonesig	all
T2	64X	3532	3	0.55	0.8370157456771169	2.0		0.0009330166451180207	0.75	0.9254608377575204	0.3853224050435364	0.8393509748204281	0.8425422273117664	0.7827669902912622	0.8959349593495934	0.7827669902912622	0.025415870414466846	0.01732667964619579	1.0	0.925925925925926	0.6666666666666666	0.92	0.4	7.963003476418873e-05	0.0048522801043215935	0.0023588001382950714	7.963003476418873e-05	1.0	1.0	249.6742136478424	clonesig	cancertype
T2	64X	3532	3	0.55	0.8370157456771169	3.0		0.000947862271257674	1.0	0.9404798573586458	0.3821195741569551	0.8480516746915042	0.8476953907815631	0.8543689320388349	0.8417344173441734	0.8543689320388349	0.023635205398040517	0.01550030324105486	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	1.306406848344821e-05	0.010874280958617087	0.004196011020894481	1.306406848344821e-05	1.0	1.0	720.6805925369263	clonesig	prefit
T2	64X	3532	3	0.55	0.8370157456771169												0.027728256840611424	0.019341527443867218	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0003299830623763045	0.0003299830623763045	0.0	0.0003299830623763045	1.0	1.0	0.934596061706543	deconstructsigs	all
T2	64X	3532	3	0.55	0.8370157456771169												0.02294426172524058	0.012645947717960095	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	3.2875421869249517e-06	3.2875421869249517e-06	0.0	3.2875421869249517e-06	1.0	1.0	0.165538787841797	deconstructsigs	cancertype
T2	64X	3532	3	0.55	0.8370157456771169	2.0			0.75	0.8354852662119604	0.2817994167135651	0.7176834201594443	0.7323217864300029	0.458131067961165	0.9772357723577236	0.458131067961165	0.02166416836188353	0.010074873999443058	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0004347681240327583	0.004795936863078776	0.0018301783323152324	0.0004347681240327583	1.0	1.0	1.64742565155029	palimpsest	all
T2	64X	3532	3	0.55	0.8370157456771169	2.0			0.75	0.8354852662119604	0.2817994167135651	0.7176834201594443	0.7323217864300029	0.458131067961165	0.9772357723577236	0.458131067961165	0.021305012564548254	0.009801013142548595	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	2.432083300307752e-07	0.005200760376474101	0.002182413570187297	2.432083300307752e-07	1.0	1.0	1.5780141353607198	palimpsest	cancertype
T2	64X	3532	3	0.55	0.8370157456771169	2.0			0.75	0.8354852662119604	0.2817994167135651	0.7176834201594443	0.7323217864300029	0.458131067961165	0.9772357723577236	0.458131067961165	0.018412946427764657	0.0017766241421685648	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	2.432083300307752e-07	0.00046056826625462405	0.00019317687465118176	2.432083300307752e-07	1.0	1.0	0.610048532485962	palimpsest	prefit
T2	64X	3532	3	0.55	0.8370157456771169	1.0			0.5	0.7734502209753612	0.0012138143962320744	0.5	0.527658354829464	0.0	1.0	0.0	0.024491934383263237	0.01669374586930417	1.0	0.8888888888888888	0.6666666666666666	0.88	0.3333333333333333	0.0009438794717725463	0.0009438794717725463	0.0	0.0009438794717725463	1.0	1.0	5.41013114849726	tracksig	all
T2	64X	3532	3	0.55	0.8370157456771169	1.0			0.5	0.7734502209753612	0.0012138143962320744	0.5	0.527658354829464	0.0	1.0	0.0	0.024501447392322632	0.01582375633909394	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	0.000809618287377023	0.000809618287377023	0.0	0.000809618287377023	1.0	1.0	2.8892804423968	tracksig	cancertype
T2	64X	3532	3	0.55	0.8370157456771169	3.0			1.0	0.908990120947578	0.3457278567396833	0.8152279457133365	0.8211521926053309	0.7081310679611651	0.922324823465508	0.7081310679611651	0.01842335040497993	0.0019674149059986713	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	4.092035433678198e-05	0.004458063163052195	0.0013670245128063335	4.092035433678198e-05	1.0	1.0	22.743311643600503	tracksig	prefit
T2	64X	3532	3	0.55	0.8370157456771169	1.0			0.5	0.6204952913092256	0.0012740113619514454	0.5	0.5291081158589045	0.0	1.0	0.0	0.02462857534783609	0.0170061032085165	1.0	0.8888888888888888	0.6666666666666666	0.88	0.3333333333333333	0.0009891497707883443	0.0009891497707883443	0.0	0.0009891497707883443	1.0	1.0	3.0201430996259098	tracksigfreq	all
T2	64X	3532	3	0.55	0.8370157456771169	1.0			0.5	0.6204952913092256	0.0012740113619514454	0.5	0.5291081158589045	0.0	1.0	0.0	0.024686110772069624	0.016099356250484236	1.0	0.9629629629629628	0.6666666666666666	0.96	0.5	0.0008375595341573173	0.0008375595341573173	0.0	0.0008375595341573173	1.0	1.0	1.00172645250956	tracksigfreq	cancertype
T2	64X	3532	3	0.55	0.8370157456771169	2.0			0.75	0.6404424434163126	0.2297223448263439	0.7821232286622501	0.7800401491253226	0.8179049939098659	0.7463414634146341	0.8179049939098659	0.018391275083176284	0.0010368190350746255	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	1.943990333674872e-05	0.00011635312577240596	4.8450136842475657e-05	0.00011635312577240596	1.0	1.0	9.886672735214232	tracksigfreq	prefit
T2	128X	3827	3	0.55	0.837027400408894	3.0			1.0	0.9305635440856094	0.5370404617756676	0.9017950230810232	0.901955602536998	0.9321766561514196	0.871413390010627	0.9321766561514196														118095.0	pyclone	
T2	128X	3827	3	0.55	0.837027400408894	4.0			0.75	0.4219309246013087	0.029862817259259294	0.4986883877477816	0.5013213530655392	0.996845425867508	0.0005313496280552603	0.996845425867508														262.0	sciclone	
T2	128X	3827	3	0.55	0.837027400408894	3.0			1.0	0.9285098855820112	0.5465335051782368	0.8988390764908798	0.8990486257928119	0.9384858044164038	0.859192348565356	0.9384858044164038														806.0	ccube	
T2	128X	3827	3	0.55	0.837027400408894	4.0			0.75	0.9092775844676609	0.5213659379449723	0.8910702532487196	0.891384778012685	0.9505783385909568	0.8315621679064825	0.9505783385909568														2498.0	dpclust	
T2	128X	3827	3	0.55	0.837027400408894	4.0			0.75	0.9359788253810241	0.5336130984534572	0.8966323831617482	0.8966701902748414	0.9037854889589906	0.8894792773645058	0.9037854889589906														2571.0	phylogicndt	
T2	128X	3827	3	0.55	0.837027400408894	3.0		1.3147735069923552e-17	1.0	0.9313023484318698	0.5458406774900352	0.8999073630196304	0.9001057082452432	0.937434279705573	0.8623804463336876	0.937434279705573	0.0327806643706816	0.02555999937538951	1.0	0.8518518518518519	0.6666666666666666	0.84	0.2857142857142857	3.857764557979593e-05	0.03437499935684385	0.011408701872020907	0.0017024407810499742	1.0	1.0	112.06726026535034	clonesig	all
T2	128X	3827	3	0.55	0.837027400408894	3.0		5.668206413743778e-19	1.0	0.9315118318984416	0.5493341942507998	0.9007043874617133	0.9008985200845666	0.937434279705573	0.8639744952178533	0.937434279705573	0.03230540215919892	0.02458791174631731	1.0	0.925925925925926	0.6666666666666666	0.92	0.4	2.9016163025197272e-05	0.03897667667325544	0.013026830591354295	0.0009566676291059563	1.0	1.0	296.8533170223236	clonesig	cancertype
T2	128X	3827	3	0.55	0.837027400408894	3.0		1.669317211759168e-19	1.0	0.9315805136160736	0.548092773991364	0.9001758314699779	0.9003699788583509	0.9369085173501576	0.8634431455897981	0.9369085173501576	0.031622667905467194	0.02444892998934935	1.0	0.925925925925926	0.6666666666666666	0.92	0.4	8.10616564805855e-05	0.03754615255915617	0.012566215977057892	0.0008036038301545423	1.0	1.0	292.8211877346039	clonesig	prefit
