sample	cancer_loc	nb_mut	true_nb_clones	true_purity	perc_dip	var_or_cst	median_depth	fitted_nb_clones	ll_ratio	pval	score1B	score1C	score2A	score2C_auc	score2C_accuracy	score2C_sensitivity	score2C_specificity	score2C_precision	score_sig_1A	score_sig_1B	score_sig_1C_auc	score_sig_1C_accuracy	score_sig_1C_sensitivity	score_sig_1C_specificity	score_sig_1C_precision	score_sig_1D	min_diff_distrib_mut	max_diff_distrib_mut	std_diff_distrib_mut	median_diff_distrib_mut	perc_dist_5	perc_dist_10	runtime	method
10	CNS-Oligo	6775	3	0.9399999999999996	0.9419496430027744	var	63.0																										172800.0	pyclone
10	CNS-Oligo	6775	3	0.9399999999999996	0.9419496430027744	var	63.0	3.0			1.0	0.5750924034675979	0.0069553465168767075	0.5084414004508353	0.5109963099630996	0.4782328281199613	0.5386499727817093	0.4782328281199613															436.0	sciclone
10	CNS-Oligo	6775	3	0.9399999999999996	0.9419496430027744	var	63.0	3.0			1.0	0.9914744740703242	0.6650209147717575	0.9159178198965442	0.9173431734317344	0.8990648178007095	0.9327708219923788	0.8990648178007095															750.0	ccube
10	CNS-Oligo	6775	3	0.9399999999999996	0.9419496430027744	var	63.0	3.0			1.0	0.9933617203804128	0.6644533450097239	0.9159222524140544	0.9170479704797048	0.9026120606256046	0.9292324442025041	0.9026120606256046															3698.0	dpclust
10	CNS-Oligo	6775	3	0.9399999999999996	0.9419496430027744	var	63.0	3.0			1.0	0.9898907749077492	0.6470056653131934	0.9132980265027684	0.912619926199262	0.9213157046114157	0.9052803483941207	0.9213157046114157															3934.0	phylogicndt
10	CNS-Oligo	6775	3	0.9399999999999996	0.9419496430027744	var	63.0	3.0	744.2254859578534	8.059192941973811e-148	1.0	0.993299410048864	0.6992146613715496	0.9284959002285073	0.9295940959409594	0.9155111254434054	0.9414806750136092	0.9155111254434054	0.010817048411585024	0.008258459644543999	1.0	1.0	0.8571428571428571	1.0	0.8571428571428571	0.7331365313653136	0.00045793056420084804	0.3524897401543107	0.09191820234763053	0.00045793056420084804	0.902878228782288	0.902878228782288	327.08363604545593	clonesig
10	CNS-Oligo	6775	3	0.9399999999999996	0.9419496430027744	var	63.0												0.010269149286193716	0.011765413934915044	1.0	1.0	0.8571428571428571	1.0	0.8571428571428571	0.6952029520295203	0.010268930266588929	0.15148243672091888	0.05276981081034079	0.0499139307765728	0.6814760147601476	0.6814760147601476	0.624104738235474	deconstructsigs
10	CNS-Oligo	6775	3	0.9399999999999996	0.9419496430027744	var	63.0	2.0			0.75	0.8802690381237378	0.4934590924698065	0.838946582809872	0.8518081180811808	0.6868752015478877	0.9910179640718564	0.6868752015478877	0.010810057302452452	0.011648145562968285	1.0	1.0	0.8571428571428571	1.0	0.8571428571428571	0.6999261992619926	0.015421728840088966	0.22819888519353584	0.07335917408812953	0.0172413457048608	0.7132103321033211	0.8521033210332103	1.95094919204712	palimpsest
10	CNS-Oligo	6775	3	0.9399999999999996	0.9419496430027744	var	63.0	4.0			0.75	0.9554894647796324	0.6252902047436321	0.9077326650000148	0.9049253731343284	0.945501451144792	0.8699638788552375	0.945501451144792	0.01055580023328696	0.009252560572987586	1.0	1.0	0.8571428571428571	1.0	0.8571428571428571	0.7250746268656716	0.0014891761730786435	0.3226977565498436	0.12765774736335386	0.08892179862886608	0.4570149253731343	0.5913432835820895	4.53970083793004	tracksig
10	CNS-Oligo	6775	3	0.9399999999999996	0.9419496430027744	var	63.0	3.0			1.0	0.8798817774890051	0.32068491932983184	0.8002017355663007	0.7865671641791044	0.9411764705882352	0.6592270005443658	0.9411764705882352	0.011182506860328328	0.007854333107234945	1.0	1.0	0.8571428571428571	1.0	0.8571428571428571	0.7250746268656716	0.001576533744625075	0.3207940528617652	0.10521818213013984	0.053784161071575236	0.4225373134328359	0.5937313432835821	4.68968129952749	tracksigfreq
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	cst	33.0	2.0			0.6	0.9657858838135742	0.6665905688975364	0.9198158487608972	0.939195509822264	0.8835341365461847	0.9560975609756096	0.8835341365461847															28501.0	pyclone
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	cst	33.0	3.0			0.8	0.44969322419478697	0.024764659765701125	0.5290711626995788	0.4115996258185221	0.748995983935743	0.30914634146341463	0.748995983935743															131.0	sciclone
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	cst	33.0	2.0			0.6	0.9610193190121932	0.6666085904668314	0.9106376726417866	0.9401309635173059	0.8554216867469879	0.9658536585365852	0.8554216867469879															428.0	ccube
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	cst	33.0	2.0			0.6	0.9293567245573984	0.683217850267214	0.9009758546380644	0.9424695977549112	0.8232931726907631	0.9786585365853658	0.8232931726907631															1361.0	dpclust
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	cst	33.0	2.0			0.6	0.9604069223573434	0.6772477247949863	0.9031626506024096	0.941534144059869	0.8313253012048193	0.975	0.8313253012048193															692.0	phylogicndt
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	cst	33.0	2.0	23.21383012560909	0.03563986000244323	0.6	0.968924174645418	0.6626285958038677	0.915226760701342	0.9396632366697848	0.8694779116465864	0.9609756097560976	0.8694779116465864	0.02165600480076257	0.009788239797686879	0.9866666666666666	0.9384615384615383	0.8333333333333334	0.9333333333333332	0.5	0.6384471468662302	0.003467930216486281	0.01631738869184074	0.005427622189030371	0.003467930216486281	1.0	1.0	7140.911681652069	clonesig
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	cst	33.0												0.034310983710037546	0.02581489874540137	0.8	0.9692307692307692	0.5	1.0	0.75	0.6562207670720299	0.013978524191627371	0.013978524191627371	0.0	0.013978524191627371	1.0	1.0	0.5613510608673101	deconstructsigs
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	cst	33.0	2.0			0.6	0.8946139407129043	0.6229050536334894	0.8367029091977667	0.9200187090739008	0.6807228915662651	0.9926829268292684	0.6807228915662651	0.03065358007150493	0.024061033468675358	0.79	0.953846153846154	0.5	0.9833333333333332	0.6	0.6379794200187091	0.01418958453641761	0.025844152753152	0.004317221406970555	0.01418958453641761	1.0	1.0	0.985730171203613	palimpsest
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	cst	33.0	1.0			0.4	0.7534647991777029	0.014225093542831385	0.5	0.7628571428571429	0.0	1.0	0.0	0.02176678331893475	0.009668511976474852	0.98	0.9384615384615383	0.8333333333333334	0.9333333333333332	0.5	0.6542857142857142	0.002322204277036444	0.002322204277036444	0.0	0.002322204277036444	1.0	1.0	1.15247027476629	tracksig
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	cst	33.0	1.0			0.4	0.6227415206736311	0.016128668118629858	0.5	0.7804761904761904	0.0	1.0	0.0	0.02148981391551101	0.009148800750789658	0.9866666666666666	0.953846153846154	0.8333333333333334	0.95	0.5555555555555556	0.6542857142857142	0.0020646775001550433	0.0020646775001550433	0.0	0.0020646775001550433	1.0	1.0	32.5503745079041	tracksigfreq
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	var	33.0	2.0			0.6	0.9657858838135742	0.6665905688975364	0.9198158487608972	0.939195509822264	0.8835341365461847	0.9560975609756096	0.8835341365461847															28501.0	pyclone
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	var	33.0	3.0			0.8	0.44969322419478697	0.024764659765701125	0.5290711626995788	0.4115996258185221	0.748995983935743	0.30914634146341463	0.748995983935743															131.0	sciclone
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	var	33.0	2.0			0.6	0.9610193190121932	0.6666085904668314	0.9106376726417866	0.9401309635173059	0.8554216867469879	0.9658536585365852	0.8554216867469879															428.0	ccube
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	var	33.0	2.0			0.6	0.9293567245573984	0.683217850267214	0.9009758546380644	0.9424695977549112	0.8232931726907631	0.9786585365853658	0.8232931726907631															1361.0	dpclust
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	var	33.0	2.0			0.6	0.9604069223573434	0.6772477247949863	0.9031626506024096	0.941534144059869	0.8313253012048193	0.975	0.8313253012048193															692.0	phylogicndt
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	var	33.0	2.0	73.75665220448354	1.2987473707645729e-10	0.6	0.9686970881228064	0.6870181226172372	0.9229907434616512	0.9462114125350796	0.8795180722891566	0.9664634146341464	0.8795180722891566	0.017507359553822318	0.010043317768721556	1.0	0.9384615384615383	0.8333333333333334	0.9333333333333332	0.5	0.6379794200187091	0.002438689705486108	0.2712685083715638	0.050946053555997364	0.002438689705486108	0.9448082319925164	0.9476145930776426	10979.340826034546	clonesig
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	var	33.0												0.01886365182537561	0.01104557289963467	0.9	0.9846153846153848	0.6666666666666666	1.0	0.8	0.6548175865294668	0.01774342042627397	0.17022469760293926	0.05025961564368644	0.01774342042627397	0.872310570626754	0.872310570626754	1.00487804412842	deconstructsigs
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	var	33.0	2.0			0.6	0.8946139407129043	0.6229050536334894	0.8367029091977667	0.9200187090739008	0.6807228915662651	0.9926829268292684	0.6807228915662651	0.0328974006357934	0.024259283865237687	1.0	0.9846153846153848	0.6666666666666666	1.0	0.8	0.6356407857811038	0.012963320442249793	0.3945700060093152	0.09134471413800624	0.012963320442249793	0.9195509822263798	0.9200187090739008	0.986413717269897	palimpsest
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	var	33.0	2.0			0.6	0.9305855745629186	0.6632100344627397	0.87265165531038	0.9323809523809524	0.7590361445783133	0.9862671660424468	0.7590361445783133	0.017852540911169806	0.00973499569827965	1.0	0.9384615384615383	0.8333333333333334	0.9333333333333332	0.5	0.63	0.004215691776389807	0.2418219503343879	0.08340201298814294	0.004215691776389807	0.670952380952381	0.7571428571428571	1.09787563085556	tracksig
11	Breast	2138	4	0.6599999999999999	0.7726198964463098	var	33.0	1.0			0.4	0.6255595023245759	0.01616765770585725	0.5	0.7809523809523811	0.0	1.0	0.0	0.017393638991832855	0.010215704509346321	1.0	0.9384615384615383	0.8333333333333334	0.9333333333333332	0.5	0.63	0.01810342344278182	0.17191028884366033	0.05093447978435919	0.01810342344278182	0.8709523809523809	0.8709523809523809	31.9544584751129	tracksigfreq
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	cst	49.0																										172801.0	pyclone
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	cst	49.0	4.0			0.8333333333333334	0.5207719545612518	0.0002699683266225449	0.5089865358522075	0.5658797923991294	0.7522388059701492	0.2657342657342657	0.7522388059701492															505.0	sciclone
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	cst	49.0	3.0			0.6666666666666666	0.96298670253739	0.4047726899444841	0.7994057248721429	0.7967520508956973	0.7880597014925373	0.8107517482517482	0.7880597014925373															1188.0	ccube
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	cst	49.0	2.0			0.5	0.9135113095910858	0.1564444525968056	0.7702575409664962	0.7204085049388916	0.557123473541384	0.9833916083916084	0.557123473541384															3329.0	dpclust
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	cst	49.0	2.0			0.5	0.9152486187845305	0.4597708568821686	0.7773131719027241	0.7291143478988783	0.5712347354138398	0.9833916083916084	0.5712347354138398															2636.0	phylogicndt
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	cst	49.0	3.0	16.85698467308248	0.4422545809585934	0.6666666666666666	0.9371213848188258	0.4317916990046116	0.8034723671850538	0.7749874434957308	0.6816824966078697	0.9252622377622378	0.6816824966078697	0.01187337095708554	0.004492554485777253	1.0	0.9846153846153848	0.8333333333333334	0.9833333333333332	0.7142857142857143	0.7917294491880127	0.0004069366292892562	0.0035032578985713107	0.0009388169160212547	0.0018756405232932536	1.0	1.0	1673.8377919197085	clonesig
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	cst	49.0												0.012518232253821758	0.007159565072654479	0.9	0.9846153846153848	0.6666666666666666	1.0	0.8	0.7980914113510799	0.000352650582457148	0.000352650582457148	0.0	0.000352650582457148	1.0	1.0	0.891914129257202	deconstructsigs
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	cst	49.0	2.0			0.5	0.9210299191518933	0.4596247890571587	0.7588130153428662	0.7038339193035326	0.5237449118046132	0.9938811188811189	0.5237449118046132	0.02126944251482037	0.02250075059395598	0.9	0.9846153846153848	0.6666666666666666	1.0	0.8	0.7984262514649255	0.0007815774779998952	0.0009876206623753436	9.654115770027722e-05	0.0009876206623753436	1.0	1.0	1.6573591232299798	palimpsest
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	cst	49.0	1.0			0.3333333333333333	0.7252872472563141	0.0	0.5	0.3764406779661017	0.0	1.0	0.0	0.011788228611928254	0.004962084261571768	1.0	0.9846153846153848	0.8333333333333334	0.9833333333333332	0.7142857142857143	0.7955932203389829	0.0001732898283465234	0.0001732898283465234	0.0	0.0001732898283465234	1.0	1.0	17.6648261070251	tracksig
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	cst	49.0	2.0			0.5	0.7684293514850855	0.3156963008644509	0.7530596825654965	0.7155932203389831	0.5861018826135105	0.9200174825174824	0.5861018826135105	0.011854160723581048	0.004848544690146161	1.0	0.9846153846153848	0.8333333333333334	0.9833333333333332	0.7142857142857143	0.7955932203389829	0.0001530734277761514	0.00031712796276339716	7.933200507045415e-05	0.00031712796276339716	1.0	1.0	9.39034098784129	tracksigfreq
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	var	49.0																										172801.0	pyclone
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	var	49.0	4.0			0.8333333333333334	0.5207719545612518	0.0002699683266225449	0.5089865358522075	0.5658797923991294	0.7522388059701492	0.2657342657342657	0.7522388059701492															505.0	sciclone
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	var	49.0	3.0			0.6666666666666666	0.96298670253739	0.4047726899444841	0.7994057248721429	0.7967520508956973	0.7880597014925373	0.8107517482517482	0.7880597014925373															1188.0	ccube
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	var	49.0	2.0			0.5	0.9135113095910858	0.1564444525968056	0.7702575409664962	0.7204085049388916	0.557123473541384	0.9833916083916084	0.557123473541384															3329.0	dpclust
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	var	49.0	2.0			0.5	0.9152486187845305	0.4597708568821686	0.7773131719027241	0.7291143478988783	0.5712347354138398	0.9833916083916084	0.5712347354138398															2636.0	phylogicndt
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	var	49.0	3.0	221.9936663235857	6.860377791940862e-38	0.6666666666666666	0.9760072216280792	0.4304201716633067	0.8244657394843964	0.8325799430771806	0.8591587516960651	0.7897727272727273	0.8591587516960651	0.013616207107767984	0.005605168512640975	1.0	1.0	0.8333333333333334	1.0	0.8333333333333334	0.6912774150343212	0.0006388169218394246	0.6192901727541833	0.22337452693952384	0.015784254636710182	0.7125397622635191	0.7125397622635191	1447.8420469760895	clonesig
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	var	49.0												0.013909615091026522	0.0036382698586979374	1.0	1.0	0.8333333333333334	1.0	0.8333333333333334	0.7190691444835091	0.016451226066876434	0.3917406521170258	0.14404002441008212	0.04160775975619024	0.6279926335174953	0.6279926335174953	0.948413610458374	deconstructsigs
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	var	49.0	2.0			0.5	0.9210299191518933	0.4596247890571587	0.7588130153428662	0.7038339193035326	0.5237449118046132	0.9938811188811189	0.5237449118046132	0.01404056422222585	0.007011857533267509	1.0	1.0	0.8333333333333334	1.0	0.8333333333333334	0.7197388247112004	0.015947557917176614	0.4332912679989611	0.1278576085056775	0.048267663554868334	0.6279926335174953	0.6279926335174953	1.6351995468139602	palimpsest
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	var	49.0	3.0			0.6666666666666666	0.8879339428336793	0.3468463568581168	0.7945640216280411	0.7954237288135593	0.7980429464528405	0.7910850968032418	0.7980429464528405	0.013836695823121256	0.005398006074715812	1.0	0.9846153846153848	0.8333333333333334	0.9833333333333332	0.7142857142857143	0.7	0.008414408762731695	0.4566373068219723	0.14963881199632093	0.11924778645374713	0.4138983050847458	0.4966101694915254	19.16622007687889	tracksig
12	Prost-AdenoCA	5973	5	0.6399999999999999	0.9959188212507596	var	49.0	2.0			0.5	0.7708292518932349	0.33481869037607265	0.7457208489185234	0.7010169491525424	0.5465116279069767	0.9449300699300699	0.5465116279069767	0.013767879547986523	0.005633253412509954	1.0	0.9846153846153848	0.8333333333333334	0.9833333333333332	0.7142857142857143	0.7	0.022190870002486096	0.4402786334104465	0.1394609952403621	0.055888015370601285	0.4974576271186441	0.628135593220339	9.36682816346486	tracksigfreq
13	Lymph-CLL	5750	5	0.59	1.0	cst	43.0																										172800.0	pyclone
13	Lymph-CLL	5750	5	0.59	1.0	cst	43.0	2.0			0.5	0.4824877487931466	5.3372698113141856e-05	0.4942962643066681	0.4650434782608696	0.2619709607661415	0.7266215678471946	0.2619709607661415															755.0	sciclone
13	Lymph-CLL	5750	5	0.59	1.0	cst	43.0	3.0			0.6666666666666666	0.9113132682076824	0.3362041684121781	0.8113171409812011	0.8017391304347826	0.7352486870559158	0.8873855949064863	0.7352486870559158															930.0	ccube
13	Lymph-CLL	5750	5	0.59	1.0	cst	43.0	3.0			0.6666666666666666	0.8742450131881221	0.2339523516910848	0.6592503658147851	0.6975652173913044	0.9635464936669756	0.3549542379625945	0.9635464936669756															3642.0	dpclust
13	Lymph-CLL	5750	5	0.59	1.0	cst	43.0	3.0			0.6666666666666666	0.94384	0.34147855464816024	0.8018397013933478	0.7895652173913044	0.7043558850787767	0.8993235177079189	0.7043558850787767															4015.0	phylogicndt
13	Lymph-CLL	5750	5	0.59	1.0	cst	43.0	3.0	9.232139209401794	0.4240638182337356	0.6666666666666666	0.9115080971205736	0.3333320710812558	0.8076938443418291	0.7982608695652174	0.7327772628977448	0.8826104257859132	0.7327772628977448	0.015688282186281852	0.004520970571232992	1.0	1.0	0.8	1.0	0.8	0.6092173913043478	0.0004906491719016691	0.006801858247194814	0.001891952620950437	0.0004906491719016691	1.0	1.0	757.5748682022095	clonesig
13	Lymph-CLL	5750	5	0.59	1.0	cst	43.0												0.015543743351774972	0.004152919456259446	1.0	1.0	0.8	1.0	0.8	0.6102608695652174	0.0003040767717261693	0.0003040767717261693	0.0	0.0003040767717261693	1.0	1.0	0.13895773887634302	deconstructsigs
13	Lymph-CLL	5750	5	0.59	1.0	cst	43.0	2.0			0.5	0.8601680508240845	0.2687878861404929	0.6893415899356095	0.6514782608695652	0.3886314488724128	0.9900517309988062	0.3886314488724128	0.015537741156999732	0.003350440715369128	1.0	1.0	0.8	1.0	0.8	0.6121739130434782	0.00036954315072113	0.0010868872686891071	0.0002986627098756957	0.00036954315072113	1.0	1.0	1.03336906433105	palimpsest
13	Lymph-CLL	5750	5	0.59	1.0	cst	43.0	1.0			0.3333333333333333	0.7613681191248078	0.0	0.5	0.4324561403508772	0.0	1.0	0.0	0.015709959356292012	0.004316108287103813	1.0	1.0	0.8	1.0	0.8	0.616140350877193	0.00031908022350368714	0.00031908022350368714	0.0	0.00031908022350368714	1.0	1.0	6.184230534235637	tracksig
13	Lymph-CLL	5750	5	0.59	1.0	cst	43.0	2.0			0.5	0.7384284802179807	0.215073285174908	0.7514055746437219	0.7426315789473684	0.6776418940106617	0.8251692552767822	0.6776418940106617	0.015787316847511168	0.004888517716482229	1.0	1.0	0.8	1.0	0.8	0.616140350877193	0.00040711496757306337	0.0008994852324083481	0.0002443216513120324	0.0008994852324083481	1.0	1.0	1.64396434227626	tracksigfreq
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	cst	34.0	82.0			0.0	0.9846441798535241	0.031837049205630005		0.9296846683581008	0.0	0.9296846683581008	0.0															130433.0	pyclone
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	cst	34.0	2.0			0.5	0.2784447624613955	0.0		0.013591881116346502	0.0	0.013591881116346502	0.0															652.0	sciclone
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	cst	34.0	1.0			1.0	1.0	1.0		1.0	0.0	1.0	0.0															188.0	ccube
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	cst	34.0	1.0			1.0	0.9686888454011742	1.0		1.0	0.0	1.0	0.0															3544.0	dpclust
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	cst	34.0	1.0			1.0	1.0	1.0		1.0	0.0	1.0	0.0															3449.0	phylogicndt
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	cst	34.0	1.0	0.01484473810705822	0.9999999999999948	1.0	0.99999	1.0		1.0	0.0	1.0	0.0	0.012742574200986923	0.004250516982439872	1.0	0.7538461538461538	0.19047619047619047	1.0	0.8	0.8876404494382022	9.710717101263364e-05	9.710717101263364e-05	0.0	9.710717101263364e-05	1.0	1.0	232.2411093711853	clonesig
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	cst	34.0												0.013146160549912779	0.004214661845676161	0.6	0.7538461538461538	0.19047619047619047	1.0	0.8	0.8874592243566509	0.0001319290770932513	0.0001319290770932513	0.0	0.0001319290770932513	1.0	1.0	3.73291516304016	deconstructsigs
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	cst	34.0	2.0			0.5	0.9726581796263658	0.1303000467282025		0.9954693729612178	0.0	0.9954693729612178	0.0	0.016289037287956987	0.01248030145191104	0.625	0.7384615384615385	0.14285714285714285	1.0	0.75	0.8860094237042406	0.0003055529892358466	0.02738963119701554	0.0018188930641556194	0.0003055529892358466	1.0	1.0	2.58077192306519	palimpsest
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	cst	34.0	1.0			1.0	0.958102814230934	1.0		1.0	0.0	1.0	0.0	0.012757568625958171	0.004085901388735132	1.0	0.7538461538461538	0.19047619047619047	1.0	0.8	0.888	9.487882595149433e-05	9.487882595149433e-05	0.0	9.487882595149433e-05	1.0	1.0	18.6779134909312	tracksig
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	cst	34.0	1.0			1.0	0.5910332138558881	1.0		1.0	0.0	1.0	0.0	0.012738317454123156	0.003873598559395905	1.0	0.7538461538461538	0.19047619047619047	1.0	0.8	0.888	8.840485412009436e-05	8.840485412009436e-05	0.0	8.840485412009436e-05	1.0	1.0	10.358958387374901	tracksigfreq
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	var	34.0	82.0			0.0	0.9846441798535241	0.031837049205630005		0.9296846683581008	0.0	0.9296846683581008	0.0															130433.0	pyclone
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	var	34.0	2.0			0.5	0.2784447624613955	0.0		0.013591881116346502	0.0	0.013591881116346502	0.0															652.0	sciclone
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	var	34.0	1.0			1.0	1.0	1.0		1.0	0.0	1.0	0.0															188.0	ccube
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	var	34.0	1.0			1.0	0.9686888454011742	1.0		1.0	0.0	1.0	0.0															3544.0	dpclust
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	var	34.0	1.0			1.0	1.0	1.0		1.0	0.0	1.0	0.0															3449.0	phylogicndt
14	Breast	5518	1	0.5399999999999999	0.7784033937848047	var	34.0	1.0	0.014880234448355624	0.9999999999999948	1.0	0.99999	1.0		1.0	0.0	1.0	0.0	0.011016707434910223	0.005347283043471159	1.0	0.7538461538461538	0.19047619047619047	1.0	0.8	0.8865530989488946	0.00023184474984272446	0.00023184474984272446	0.0	0.00023184474984272446	1.0	1.0	211.559095621109	clonesig
