id	filename	md5	size	state
1e560f0b-cbc5-4e50-96b0-c096394acb2b	TCGA.COAD.mutect.1e560f0b-cbc5-4e50-96b0-c096394acb2b.DR-10.0.protected.maf.gz	83eb77c325dc9893fafbdc80e3c909cd	1915841989	released
23a485fc-4f7e-4fe9-b187-1897223b8eb2	TCGA.BLCA.mutect.23a485fc-4f7e-4fe9-b187-1897223b8eb2.DR-10.0.protected.maf.gz	86a1f637ad18477a997a4ae49e704909	445507445	released
d12371d7-18ff-4105-a4a0-59de52b82805	TCGA.UCEC.muse.d12371d7-18ff-4105-a4a0-59de52b82805.DR-10.0.somatic.maf.gz	fc7db268a1b7657f46e41efe064eb5b3	174119502	released
df6f962b-11e9-4437-a57d-cc6c5ac485e9	TCGA.UCEC.muse.df6f962b-11e9-4437-a57d-cc6c5ac485e9.DR-10.0.protected.maf.gz	e8fcbe739f337e4406d2a3c3800e106e	505348003	released
0bb65041-dd06-4cf3-8278-6d2b28eaaf30	TCGA.LIHC.varscan.0bb65041-dd06-4cf3-8278-6d2b28eaaf30.DR-10.0.protected.maf.gz	60054ea0e90a0928d6aaf2643f6d737b	94089449	released
995c0111-d90b-4140-bee7-3845436c3b42	TCGA.BRCA.mutect.995c0111-d90b-4140-bee7-3845436c3b42.DR-10.0.somatic.maf.gz	4a00a1c3611c2ddcb2eed684c451eea7	31058116	released
64e23e2f-ec04-4f6b-82b3-375e2d49804b	TCGA.PCPG.mutect.64e23e2f-ec04-4f6b-82b3-375e2d49804b.DR-10.0.somatic.maf.gz	853d50fa8910f38b7ed4b7d9c4647731	667558	released
3e48014d-ce4a-4937-bba4-13eaf631a64a	TCGA.OV.somaticsniper.3e48014d-ce4a-4937-bba4-13eaf631a64a.DR-10.0.somatic.maf.gz	2e2acbce23e19909921e5f261e752ec6	7593913	released
e6ea3b5e-48fc-4155-81f6-4ffe59871d5a	TCGA.OV.mutect.e6ea3b5e-48fc-4155-81f6-4ffe59871d5a.DR-10.0.protected.maf.gz	9e51e1870b7d909b3df633d9dc8420de	956890908	released
a6362711-4890-479d-9e0d-553ba9fa2b0c	TCGA.UCS.varscan.a6362711-4890-479d-9e0d-553ba9fa2b0c.DR-10.0.protected.maf.gz	145d606ddf41f4b24f98f31118c06739	11514267	released
5d5dfadb-f18d-4f19-aff4-166dac7b92df	TCGA.CHOL.somaticsniper.5d5dfadb-f18d-4f19-aff4-166dac7b92df.DR-10.0.somatic.maf.gz	09ed242a7c8e34db40101fa716b12f34	867168	released
9ccf63b1-942b-4390-9dc0-ea6bbb636884	TCGA.UCS.somaticsniper.9ccf63b1-942b-4390-9dc0-ea6bbb636884.DR-10.0.protected.maf.gz	9730cc2b294f853aa20560f5a78fb4a7	28531768	released
4683fdc3-2041-4b03-9886-fd035ab64c4f	TCGA.OV.somaticsniper.4683fdc3-2041-4b03-9886-fd035ab64c4f.DR-10.0.protected.maf.gz	1a754f4990fdebbd44ecf09d41b9866c	339485985	released
5edb7483-f336-4b73-9171-80e5aa56558f	TCGA.SKCM.varscan.5edb7483-f336-4b73-9171-80e5aa56558f.DR-10.0.protected.maf.gz	04e7388b4b37fd734a0bbd4fad3320c2	355903162	released
27330980-b14d-4d4d-bd65-5eb19c597c9c	TCGA.LGG.muse.27330980-b14d-4d4d-bd65-5eb19c597c9c.DR-10.0.somatic.maf.gz	76f960552b650990833ebe9135ce57f5	7187158	released
6227cd91-5e86-45d4-a8c1-bffd4cb31964	TCGA.THCA.somaticsniper.6227cd91-5e86-45d4-a8c1-bffd4cb31964.DR-10.0.somatic.maf.gz	1d4602ceaaec71c458d75ae13aa72102	1139294	released
7dd592e3-5950-4438-96d5-3c718aca3f13	TCGA.BRCA.somaticsniper.7dd592e3-5950-4438-96d5-3c718aca3f13.DR-10.0.somatic.maf.gz	21d64325c5780be0b1fadcc55fe5e3d4	16910889	released
b8ca5856-9819-459c-87c5-94e91aca4032	TCGA.BRCA.muse.b8ca5856-9819-459c-87c5-94e91aca4032.DR-10.0.somatic.maf.gz	f814c909403da10f3d2200d2a4b45f42	23039649	released
aeb153c4-0990-47dc-bf96-2952eae0f09f	TCGA.UCEC.somaticsniper.aeb153c4-0990-47dc-bf96-2952eae0f09f.DR-10.0.protected.maf.gz	8eca278560f409fe61d604f685389641	721803843	released
2a332e6f-5a76-43cb-aa78-4cd746891b1b	TCGA.SARC.muse.2a332e6f-5a76-43cb-aa78-4cd746891b1b.DR-10.0.somatic.maf.gz	a0f4cb3049209761c5f5cc4c66cefc9e	5350196	released
d5737b1c-afc7-4fe7-8a30-e1bc9b44fa26	TCGA.PAAD.varscan.d5737b1c-afc7-4fe7-8a30-e1bc9b44fa26.DR-10.0.somatic.maf.gz	5f90310cad670c256ea6eb8d7d6908e5	5532684	released
a35f9f72-e4da-4d93-ad40-11cbd417b037	TCGA.UCS.varscan.a35f9f72-e4da-4d93-ad40-11cbd417b037.DR-10.0.somatic.maf.gz	19e9033d01258b1ad2703fb5415f1c90	2400238	released
02747363-f04a-4ba6-a079-fe4f87853788	TCGA.UCS.mutect.02747363-f04a-4ba6-a079-fe4f87853788.DR-10.0.somatic.maf.gz	cdcd97c2c3f076079af14e0dd03ef094	2636756	released
2c7e7144-099d-4244-a0fd-11084719d949	TCGA.UCS.muse.2c7e7144-099d-4244-a0fd-11084719d949.DR-10.0.protected.maf.gz	84d7df28af04373afd89c089ae63471c	8015498	released
8e193765-e260-41c8-94f9-e6dfeac18c67	TCGA.BLCA.somaticsniper.8e193765-e260-41c8-94f9-e6dfeac18c67.DR-10.0.protected.maf.gz	9f977fc1f901f64be12127533e4e05aa	126484223	released
95258183-63ea-4c97-ae29-1bae9ed06334	TCGA.LUSC.mutect.95258183-63ea-4c97-ae29-1bae9ed06334.DR-10.0.somatic.maf.gz	bb40da1be5f7fefde818a329cc0048ec	44346082	released
ce5196ec-0de1-4919-9ac0-33809bfb06d6	TCGA.THCA.muse.ce5196ec-0de1-4919-9ac0-33809bfb06d6.DR-10.0.protected.maf.gz	09e515adbfa1d82af593812c6226da48	24661425	released
1d22891a-9e55-41b4-80b0-b1f1757779e9	TCGA.GBM.mutect.1d22891a-9e55-41b4-80b0-b1f1757779e9.DR-10.0.protected.maf.gz	38cde1e27255c354c1bb1e2339acc7cb	741413013	released
d6da7782-212b-4ac5-863a-c850fe805a6d	TCGA.GBM.varscan.d6da7782-212b-4ac5-863a-c850fe805a6d.DR-10.0.protected.maf.gz	5937a255ad21294f869c4fbc43e53a25	150523262	released
61b82eef-f454-434f-a1ca-e9928fd4b936	TCGA.GBM.somaticsniper.61b82eef-f454-434f-a1ca-e9928fd4b936.DR-10.0.somatic.maf.gz	36f9024f833960d3dbdae9d4b54c0594	10405966	released
70835251-ddd5-4c0d-968e-1791bf6379f6	TCGA.COAD.somaticsniper.70835251-ddd5-4c0d-968e-1791bf6379f6.DR-10.0.somatic.maf.gz	b2194e7456628b42d7f64e2b47ec1c7d	41620844	released
15b448f9-56f8-4ba5-8959-674312ee9cfa	TCGA.UCS.muse.15b448f9-56f8-4ba5-8959-674312ee9cfa.DR-10.0.somatic.maf.gz	4a83a6c19210804fa3b6fc2357f850f7	2305534	released
fad3f577-6e5e-4039-b35b-69269f42d488	TCGA.KIRC.mutect.fad3f577-6e5e-4039-b35b-69269f42d488.DR-10.0.protected.maf.gz	fe145ec9b4ee1b79e34f53c88cb73ab9	698838596	released
25b975a7-f545-4a6c-b274-e199a50df891	TCGA.CESC.muse.25b975a7-f545-4a6c-b274-e199a50df891.DR-10.0.protected.maf.gz	0046bacc98afee0b05a8329f1a1e12b0	77233838	released
99d1b597-cf33-4e89-a2e0-2e6bc972cdbe	TCGA.DLBC.varscan.99d1b597-cf33-4e89-a2e0-2e6bc972cdbe.DR-10.0.somatic.maf.gz	c8de22176827a0220b43e7fb08e944d4	1577627	released
13999735-2e70-439f-a6d9-45d831ba1a1a	TCGA.THCA.mutect.13999735-2e70-439f-a6d9-45d831ba1a1a.DR-10.0.somatic.maf.gz	56f8bf514e38d6d871ed70fc6dcf8a3d	2891360	released
dcf01652-1420-4189-b087-b968692c6208	TCGA.THCA.muse.dcf01652-1420-4189-b087-b968692c6208.DR-10.0.somatic.maf.gz	1d95bc71b8a60ce49859df651ec7caf0	1399507	released
4e79ec18-67fe-49f6-9d5f-8bfc5ea2f8df	TCGA.SKCM.muse.4e79ec18-67fe-49f6-9d5f-8bfc5ea2f8df.DR-10.0.protected.maf.gz	ffa7df7fba835b8b12f8ba8b5ea87d46	226923332	released
9e8c54e5-4871-46ec-9b76-9a911df8ea93	TCGA.LUAD.varscan.9e8c54e5-4871-46ec-9b76-9a911df8ea93.DR-10.0.protected.maf.gz	9fdc7a3afe40b7b1f75ae7c96c93f816	196462436	released
6f5cde97-d259-414f-8122-6d0d66f49b74	TCGA.LUAD.muse.6f5cde97-d259-414f-8122-6d0d66f49b74.DR-10.0.somatic.maf.gz	939fa23e9d62f2524e5c5fd1dd38ef34	40994280	released
04da990e-67a3-4ead-ab08-448c7118624c	TCGA.OV.varscan.04da990e-67a3-4ead-ab08-448c7118624c.DR-10.0.protected.maf.gz	431606691f638bb07d9028e6605539c7	216647924	released
38ab3eb0-14ad-49c0-8818-d398fe91f82c	TCGA.LUAD.mutect.38ab3eb0-14ad-49c0-8818-d398fe91f82c.DR-10.0.protected.maf.gz	8d14db27218c45be4eaed7d6447ed393	941089160	released
59531694-1281-4053-9516-15e146022fcb	TCGA.PRAD.muse.59531694-1281-4053-9516-15e146022fcb.DR-10.0.somatic.maf.gz	64f8e9ffafd7a612ed4fa71ce35b03f3	5766857	released
f3579145-f286-4baf-a276-ec492fe88ee4	TCGA.PRAD.somaticsniper.f3579145-f286-4baf-a276-ec492fe88ee4.DR-10.0.protected.maf.gz	d6c2d01fdebf2d1db633f3924e9cff65	74319499	released
4c3a899f-be0f-454f-b5dc-e30e29314c49	TCGA.KIRC.somaticsniper.4c3a899f-be0f-454f-b5dc-e30e29314c49.DR-10.0.somatic.maf.gz	84b511a69f7d6bb8801f825451ba6207	3871809	released
6306c3ad-c750-4d2e-92b6-85b5e0c80dcc	TCGA.CESC.somaticsniper.6306c3ad-c750-4d2e-92b6-85b5e0c80dcc.DR-10.0.protected.maf.gz	8ce84fd5d059643fdcd89f9db8191bf7	160988794	released
b9d7ec0e-afac-41ee-bd08-0acbfa0e3858	TCGA.LIHC.muse.b9d7ec0e-afac-41ee-bd08-0acbfa0e3858.DR-10.0.somatic.maf.gz	c2f23dbd454322c3e4fa241c039364f9	11889987	released
3fa04c26-8b39-44ac-8510-fdb626881c93	TCGA.LUAD.somaticsniper.3fa04c26-8b39-44ac-8510-fdb626881c93.DR-10.0.somatic.maf.gz	e30ec9bb1cee3cf33a8e5dd486e2f65e	30076344	released
f9a29f79-df89-4871-a0ca-9bc3853f6575	TCGA.LUAD.muse.f9a29f79-df89-4871-a0ca-9bc3853f6575.DR-10.0.protected.maf.gz	656098dab150e43dad866a7983186e88	154978216	released
2fc0a468-8b88-4fa1-bee9-91cff7ae9805	TCGA.PRAD.varscan.2fc0a468-8b88-4fa1-bee9-91cff7ae9805.DR-10.0.protected.maf.gz	6b9074d08e94d9ef7fa6f5966a0a270e	48203967	released
b453bdde-d1c1-460c-9a70-d87c656f1a7b	TCGA.COAD.varscan.b453bdde-d1c1-460c-9a70-d87c656f1a7b.DR-10.0.protected.maf.gz	e74450730057decba549e90d29f51d03	382859049	released
2a8f2c83-8b5e-4987-8dbf-01f7ee24dc26	TCGA.KIRC.mutect.2a8f2c83-8b5e-4987-8dbf-01f7ee24dc26.DR-10.0.somatic.maf.gz	81b35a38974f46f5d22a5d1444bb0790	7119265	released
75251702-e8e4-4207-a0ef-02d0998de965	TCGA.LGG.mutect.75251702-e8e4-4207-a0ef-02d0998de965.DR-10.0.protected.maf.gz	825f5c3e1efb586d8d097fa61abea115	423921616	released
7381c199-3770-4453-bb27-68fbd356cb54	TCGA.LGG.varscan.7381c199-3770-4453-bb27-68fbd356cb54.DR-10.0.somatic.maf.gz	b346c93319c221cc4f0fd2e2fc028589	7644188	released
169b9b90-3584-41a3-be17-2317d9a28212	TCGA.PCPG.somaticsniper.169b9b90-3584-41a3-be17-2317d9a28212.DR-10.0.somatic.maf.gz	0a94f20737ff7ff6baede4ec3e0c5f67	388915	released
00bbc833-3424-47bc-bed3-0ec36efc7322	TCGA.READ.muse.00bbc833-3424-47bc-bed3-0ec36efc7322.DR-10.0.protected.maf.gz	65ad0562a74db2255c783fcfd95547d6	51810501	released
a1be8ba8-b638-4b8d-958f-c8b82bdeaf19	TCGA.TGCT.muse.a1be8ba8-b638-4b8d-958f-c8b82bdeaf19.DR-10.0.protected.maf.gz	6730fc5fd046e59f9bd7201464aaa210	16613258	released
42f7405e-82b7-4b2c-b818-371da2b0de71	TCGA.MESO.mutect.42f7405e-82b7-4b2c-b818-371da2b0de71.DR-10.0.protected.maf.gz	59579d4112edf30fda2abdb1b11c15d0	97020285	released
a53af417-1d4d-496a-ad9c-e50cbf77b9d6	TCGA.UVM.muse.a53af417-1d4d-496a-ad9c-e50cbf77b9d6.DR-10.0.somatic.maf.gz	cc46297978244e654679afe7137933db	395749	released
678ed8fb-53e0-4cce-9c12-d603c3219834	TCGA.LUSC.varscan.678ed8fb-53e0-4cce-9c12-d603c3219834.DR-10.0.somatic.maf.gz	afe3c53c5fc30704735990b3b66d5af3	39515468	released
eea22323-9e5b-45e3-90c2-8aa7d07da175	TCGA.DLBC.muse.eea22323-9e5b-45e3-90c2-8aa7d07da175.DR-10.0.somatic.maf.gz	f32d4d95a120d419a532bb8cec79581c	1483336	released
e597af61-b143-491a-b206-02c45727c963	TCGA.DLBC.varscan.e597af61-b143-491a-b206-02c45727c963.DR-10.0.protected.maf.gz	191f350c66c8d97807bc4642b6d7b1fa	110367196	released
6d89ccad-b41d-4a3e-a4be-c84059403353	TCGA.DLBC.mutect.6d89ccad-b41d-4a3e-a4be-c84059403353.DR-10.0.protected.maf.gz	8d9d8c1ba205d75d2a97f735cf374ae3	187584469	released
438904c4-5618-4159-a16c-8789f7209386	TCGA.READ.varscan.438904c4-5618-4159-a16c-8789f7209386.DR-10.0.protected.maf.gz	3181d5f1a3549619d67e85d4a42bda5d	80416966	released
fd3af8fd-e80d-4318-859f-757f32e6d8b4	TCGA.THYM.somaticsniper.fd3af8fd-e80d-4318-859f-757f32e6d8b4.DR-10.0.somatic.maf.gz	16a9676aae9fa5958b6709e1b7d27d9f	638738	released
c5ed2903-cbaf-446f-870d-167eed6e0bba	TCGA.READ.mutect.c5ed2903-cbaf-446f-870d-167eed6e0bba.DR-10.0.protected.maf.gz	27ff12c43371474d52aa27d1310a72ba	598075282	released
548852d7-e8bf-47be-9156-dd81f95c6b27	TCGA.UCS.mutect.548852d7-e8bf-47be-9156-dd81f95c6b27.DR-10.0.protected.maf.gz	6052b8872b437176265d470a986b8b19	66543370	released
6d0a808a-bdd7-40b0-94d1-168e73ad5bdb	TCGA.MESO.muse.6d0a808a-bdd7-40b0-94d1-168e73ad5bdb.DR-10.0.somatic.maf.gz	96b49b69819e45ff5673563afb0707a2	805939	released
d9c48283-449b-490e-aee7-0e51f08bbaf6	TCGA.STAD.varscan.d9c48283-449b-490e-aee7-0e51f08bbaf6.DR-10.0.protected.maf.gz	757947968935d3c4fbafadc35d0a6a3b	205873981	released
34b68f71-8b37-4aca-aa21-edcbd3ef65b9	TCGA.UVM.varscan.34b68f71-8b37-4aca-aa21-edcbd3ef65b9.DR-10.0.somatic.maf.gz	90a49a8207908861d12e4872137bd887	426032	released
26ff3594-2e37-4011-8231-c973217b6a85	TCGA.CESC.varscan.26ff3594-2e37-4011-8231-c973217b6a85.DR-10.0.somatic.maf.gz	fa05b7ed26070017c6feefe039304198	22480115	released
6a5e4a85-f398-43b0-89cf-a680fd3737fa	TCGA.STAD.somaticsniper.6a5e4a85-f398-43b0-89cf-a680fd3737fa.DR-10.0.somatic.maf.gz	f6136aa57188385c6850b8a3e4cc00ae	30602667	released
7ed5eb26-d52c-45c5-bfa1-e39f963007a8	TCGA.BLCA.muse.7ed5eb26-d52c-45c5-bfa1-e39f963007a8.DR-10.0.somatic.maf.gz	9a9d2faa245cd5c0d57511b2325958c6	29745431	released
9b29299e-db88-4190-bea8-8f65f9f64d33	TCGA.KICH.somaticsniper.9b29299e-db88-4190-bea8-8f65f9f64d33.DR-10.0.protected.maf.gz	09275ab5fba5bee1948f2c4b524e4358	18577100	released
da39b25a-2c4b-413c-a95e-0d65c07da573	TCGA.TGCT.muse.da39b25a-2c4b-413c-a95e-0d65c07da573.DR-10.0.somatic.maf.gz	3f855e75b252ea2aeb5525679375865b	616675	released
e8d6a184-dc19-4eef-8317-6db8ab72f541	TCGA.TGCT.somaticsniper.e8d6a184-dc19-4eef-8317-6db8ab72f541.DR-10.0.protected.maf.gz	0575f5cfd8fad865c7794e0da3f65af5	42424669	released
574da178-0e52-44ff-8d7d-c983dd6ec261	TCGA.UVM.mutect.574da178-0e52-44ff-8d7d-c983dd6ec261.DR-10.0.protected.maf.gz	abe2d7301df55f9551c57fd3690ec16b	39168769	released
371e5332-dd20-436d-b77f-d3b8e9e80553	TCGA.LUSC.muse.371e5332-dd20-436d-b77f-d3b8e9e80553.DR-10.0.protected.maf.gz	a1fa40c6517cd91e3215a3f1de77676c	128220584	released
9c2be8cc-fa20-48a3-92ff-bf2c63de780c	TCGA.PRAD.muse.9c2be8cc-fa20-48a3-92ff-bf2c63de780c.DR-10.0.protected.maf.gz	df533b042f7223bdb448f37d4727d4f0	31099430	released
b2689e8f-3b64-4214-8a87-dc7e7cf6fe5e	TCGA.READ.varscan.b2689e8f-3b64-4214-8a87-dc7e7cf6fe5e.DR-10.0.somatic.maf.gz	52ac8a7453882d59f2cb6bb8880da6f0	13744048	released
9a11034e-1102-4fed-a75e-3e2a40253433	TCGA.MESO.somaticsniper.9a11034e-1102-4fed-a75e-3e2a40253433.DR-10.0.somatic.maf.gz	cb88ea8181388a1511131f05c28ec00e	673113	released
80ba897b-1028-448e-94f4-0e97cd2e76d0	TCGA.LIHC.muse.80ba897b-1028-448e-94f4-0e97cd2e76d0.DR-10.0.protected.maf.gz	933be93f60841d883969e449caba443f	58068919	released
93c525cc-655c-4c1c-b590-18d851473f68	TCGA.PAAD.muse.93c525cc-655c-4c1c-b590-18d851473f68.DR-10.0.somatic.maf.gz	97f3c2501d42340e0891cb9f4d696aa5	6492999	released
85f382f8-0155-4fe9-af0c-5813587d1f63	TCGA.DLBC.somaticsniper.85f382f8-0155-4fe9-af0c-5813587d1f63.DR-10.0.somatic.maf.gz	1a98c9d85f3985bf6b0b1c30dbc0e217	1253011	released
5c4408f2-6ab7-4f1a-835c-68ea8d1d4ac3	TCGA.LIHC.mutect.5c4408f2-6ab7-4f1a-835c-68ea8d1d4ac3.DR-10.0.protected.maf.gz	25a46c2462f596f5288e4f0e38a88153	693194433	released
41c55d66-7380-4e3b-9242-ab7321045d0f	TCGA.ESCA.varscan.41c55d66-7380-4e3b-9242-ab7321045d0f.DR-10.0.protected.maf.gz	42c9a192590e8535eaf45f91539f1a77	54858935	released
03652df4-6090-4f5a-a2ff-ee28a37f9301	TCGA.COAD.mutect.03652df4-6090-4f5a-a2ff-ee28a37f9301.DR-10.0.somatic.maf.gz	12682ee538c2caf96e3ca77c7d000b89	65594046	released
da904cd3-79d7-4ae3-b6c0-e7127998b3e6	TCGA.GBM.mutect.da904cd3-79d7-4ae3-b6c0-e7127998b3e6.DR-10.0.somatic.maf.gz	ba4d05effaea1821aebd9f5609f4fcb1	20417648	released
5de9fc1d-341b-44bc-a9a5-289867eb8da4	TCGA.THYM.varscan.5de9fc1d-341b-44bc-a9a5-289867eb8da4.DR-10.0.protected.maf.gz	a3448d1351fedd69a3077b7560c3c8eb	24158396	released
93222725-c0d6-4b79-badb-b422d725ee9f	TCGA.THYM.somaticsniper.93222725-c0d6-4b79-badb-b422d725ee9f.DR-10.0.protected.maf.gz	5c4f36fc977930cc3748d4d0f179f219	65674458	released
9e8b5426-159b-45d9-8579-ec03f6ffb74f	TCGA.UCEC.varscan.9e8b5426-159b-45d9-8579-ec03f6ffb74f.DR-10.0.somatic.maf.gz	05049af79f8de6a3eadc1585b3b1205c	188661128	released
5a6c3396-8c49-4c25-8a86-7ae63a887c43	TCGA.BRCA.varscan.5a6c3396-8c49-4c25-8a86-7ae63a887c43.DR-10.0.protected.maf.gz	735d3ccbf64778336ef535388e2c0939	342281557	released
cd0d1636-ae95-4141-94b3-8218eb3b8b25	TCGA.BRCA.muse.cd0d1636-ae95-4141-94b3-8218eb3b8b25.DR-10.0.protected.maf.gz	12ac15df6973cfab8a7fef182082972a	148613852	released
bfcc1a00-e79f-4675-81bd-da5a8118a6cf	TCGA.UCEC.mutect.bfcc1a00-e79f-4675-81bd-da5a8118a6cf.DR-10.0.protected.maf.gz	cd117c69a3076d8e9713aed585ad2c61	1653694985	released
f9ff49e9-31ce-4051-9157-4bf4b0c5859a	TCGA.BRCA.somaticsniper.f9ff49e9-31ce-4051-9157-4bf4b0c5859a.DR-10.0.protected.maf.gz	a5d844676518cfe8517d86cccf588ccc	621054920	released
